fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;color;quality
7.2;0.22;0.24;1.4;D;17.0;159.0;0.9919600000000001;3.25;medium;11.2;white;6
6.7;0.5;0.38;7.5;D;26.0;175.0;0.9966200000000001;3.32;medium;9.6;white;5
6.2;0.33;0.14;4.8;B;27.0;128.0;0.99475;3.21;medium;9.4;white;5
6.3;0.26;0.42;7.1;D;62.0;209.0;0.99544;3.2;medium;9.5;white;6
7.5;0.2;0.47;16.9;E;51.0;188.0;0.99944;3.09;high;9.3;white;5
6.2;0.33;0.14;4.8;B;27.0;128.0;0.99475;3.21;medium;9.4;white;5
6.3;0.26;0.42;7.1;D;62.0;209.0;0.99544;3.2;medium;9.5;white;6
6.6;0.36;0.52;11.3;B;8.0;110.0;0.9966;3.07;medium;9.4;white;5
6.3;0.13;0.42;1.1;C;63.0;146.0;0.99066;3.13;high;11.2;white;7
6.4;0.15;0.44;1.2;C;67.0;150.0;0.9907;3.14;high;11.2;white;7
6.3;0.13;0.42;1.1;C;63.0;146.0;0.99066;3.13;high;11.2;white;7
7.6;0.23;0.64;12.9;D;54.0;170.0;0.998;3.0;medium;8.8;white;5
6.4;0.15;0.44;1.2;C;67.0;150.0;0.9907;3.14;high;11.2;white;7
6.3;0.13;0.42;1.1;C;63.0;146.0;0.99066;3.13;high;11.2;white;7
5.7;0.255;0.65;1.2;B;17.0;137.0;0.9930700000000001;3.2;low;9.4;white;5
6.9;0.32;0.26;2.3;B;11.0;103.0;0.99106;3.06;low;11.1;white;6
6.9;0.28;0.22;10.0;B;36.0;131.0;0.9969600000000001;3.08;medium;9.6;white;5
6.9;0.32;0.26;2.3;B;11.0;103.0;0.99106;3.06;low;11.1;white;6
5.7;0.255;0.65;1.2;B;17.0;137.0;0.9930700000000001;3.2;low;9.4;white;5
6.6;0.41;0.16;1.4;B;28.0;160.0;0.99167;2.95;medium;10.6;white;6
7.3;0.37;0.16;14.9;B;59.0;240.0;0.99902;3.13;medium;8.9;white;5
6.9;0.21;0.24;1.8;B;17.0;80.0;0.98992;3.15;medium;12.3;white;7
6.6;0.24;0.28;1.8;B;39.0;132.0;0.99182;3.34;medium;11.4;?;5
6.8;0.28;0.36;7.0;D;60.0;207.0;0.99556;3.16;medium;9.6;white;6
6.6;0.24;0.24;8.6;E;25.0;135.0;0.99582;3.33;medium;10.3;white;6
6.6;0.24;0.28;1.8;B;39.0;132.0;0.99182;3.34;medium;11.4;white;5
7.0;0.16;0.32;1.1;A;29.0;80.0;0.98972;3.23;low;12.1;white;6
7.0;0.14;0.28;1.3;B;10.0;56.0;0.9935200000000001;3.46;medium;9.9;white;5
6.3;0.34;0.36;4.9;D;31.0;185.0;0.9946;3.15;medium;9.7;?;5
6.8;0.26;0.24;1.9;D;70.0;154.0;0.9927299999999999;3.18;medium;10.5;white;5
6.7;0.17;0.42;10.4;B;85.0;182.0;0.9962799999999999;3.04;medium;8.9;white;6
6.5;0.27;0.4;10.0;D;74.0;227.0;0.99582;3.18;medium;9.4;white;5
6.7;0.25;0.36;8.6;D;63.0;206.0;0.9955299999999999;3.18;medium;9.6;white;5
5.8;0.3;0.27;1.7;E;45.0;104.0;0.9891399999999999;3.4;medium;12.6;white;7
6.4;0.28;0.56;1.7;A;49.0;106.0;0.99354;3.1;low;9.2;white;6
7.7;0.3;0.26;18.95;D;36.0;174.0;0.99976;3.2;medium;10.4;white;5
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;white;7
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;white;7
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;?;7
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;?;7
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;white;7
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;?;medium;9.0;white;7
5.1;0.14;0.25;0.7;B;15.0;89.0;0.9919;3.22;medium;9.2;white;6
6.8;0.18;0.3;12.8;D;19.0;171.0;0.99808;3.0;medium;9.0;white;7
7.2;0.615;0.1;1.4;B;25.0;154.0;0.9949899999999999;3.2;medium;9.7;white;4
6.9;0.13;0.28;13.3;B;47.0;132.0;0.99655;3.34;low;10.1;white;6
6.7;0.34;0.3;8.5;C;24.0;152.0;0.99615;3.46;high;11.0;white;7
7.3;0.32;0.29;1.5;E;32.0;144.0;0.9929600000000001;3.2;medium;10.8;white;5
6.3;0.21;0.29;11.7;A;49.0;147.0;0.99482;3.22;low;10.8;?;5
5.4;0.5;0.13;5.0;C;12.0;107.0;0.99079;3.48;high;13.5;white;7
8.2;0.52;0.34;1.2;A;18.0;167.0;0.99366;3.24;low;10.6;?;5
7.8;0.28;0.31;2.1;C;28.0;208.0;0.99434;?;high;9.8;white;5
6.4;0.22;0.34;1.4;C;56.0;115.0;0.9895799999999999;3.18;high;11.7;?;6
7.8;0.28;0.31;2.1;C;28.0;208.0;0.99434;3.23;high;9.8;white;5
6.9;0.32;0.27;16.0;E;58.0;185.0;0.9993799999999999;3.34;medium;9.0;white;6
6.8;0.11;0.42;1.1;C;51.0;132.0;0.99059;3.18;high;11.3;white;7
6.2;0.26;0.32;15.3;E;64.0;185.0;0.99835;3.31;high;9.4;white;5
6.4;0.22;0.34;1.4;C;56.0;115.0;0.9895799999999999;3.18;high;11.7;white;6
6.7;0.3;0.29;2.8;E;37.0;107.0;0.99159;3.31;high;11.3;white;7
6.7;0.3;0.29;2.8;E;37.0;107.0;0.99159;3.31;high;11.3;white;7
7.1;0.2;0.3;0.9;A;4.0;28.0;0.98931;3.2;low;12.0;white;6
7.2;0.2;0.36;2.5;D;22.0;157.0;0.9938;3.48;medium;10.6;white;6
8.9;0.26;0.33;8.1;B;47.0;202.0;0.9955799999999999;3.13;medium;10.8;white;6
7.5;0.25;0.32;8.2;B;53.0;209.0;0.9956299999999999;3.12;medium;10.8;white;6
7.1;0.2;0.3;0.9;A;4.0;28.0;0.98931;3.2;low;12.0;white;6
6.3;0.27;0.46;11.1;C;44.0;177.0;0.9969100000000001;3.18;high;9.4;white;5
6.5;0.3;0.39;7.8;D;61.0;219.0;0.9959;3.19;medium;9.4;white;5
6.7;0.3;0.29;2.8;E;37.0;107.0;0.99159;3.31;high;11.3;?;7
6.6;0.36;0.52;10.1;A;29.0;140.0;0.9962799999999999;3.07;low;9.4;white;5
6.15;0.21;0.37;3.2;B;20.0;80.0;0.9907600000000001;3.39;medium;12.0;white;5
6.5;0.18;0.41;14.2;C;47.0;129.0;0.9967799999999999;3.28;high;10.3;white;7
6.5;0.18;0.41;14.2;C;47.0;129.0;0.9967799999999999;3.28;high;10.3;white;7
6.5;0.18;0.41;14.2;C;47.0;129.0;0.9967799999999999;?;high;10.3;white;7
6.6;0.26;0.21;2.9;A;48.0;126.0;0.9908899999999999;3.22;low;11.3;white;7
6.6;0.35;0.35;6.0;B;31.0;150.0;0.9953700000000001;?;medium;9.4;white;6
6.5;0.28;0.28;20.4;A;40.0;144.0;1.0002;3.14;low;8.7;white;5
6.6;0.36;0.52;10.1;A;29.0;140.0;0.9962799999999999;3.07;low;9.4;white;5
6.6;0.26;0.21;2.9;A;48.0;126.0;0.9908899999999999;3.22;low;11.3;white;7
6.5;0.18;0.41;14.2;C;47.0;129.0;0.9967799999999999;?;high;10.3;white;7
6.15;0.21;0.37;3.2;B;20.0;80.0;0.9907600000000001;3.39;medium;12.0;white;5
4.5;0.19;0.21;0.95;B;89.0;159.0;0.9933200000000001;3.34;low;8.0;white;5
8.0;0.24;0.26;1.7;D;36.0;136.0;0.99316;3.44;medium;10.4;white;7
7.8;0.17;0.23;1.7;A;39.0;128.0;0.99272;3.37;low;10.7;?;7
7.0;0.24;0.24;9.0;B;42.0;219.0;0.99636;3.47;medium;10.2;?;6
5.8;0.6;0.0;1.3;B;72.0;197.0;0.9920200000000001;3.56;medium;10.9;white;5
5.9;0.445;0.26;1.4;A;23.0;109.0;0.9914799999999999;?;low;10.5;white;6
6.7;0.28;0.28;2.4;A;36.0;100.0;0.99064;3.26;low;11.7;white;7
6.8;0.44;0.2;16.0;B;61.0;186.0;0.99884;3.13;medium;8.6;white;5
7.2;0.24;0.27;11.4;B;40.0;174.0;0.9977299999999999;3.2;medium;9.0;white;5
8.7;0.31;0.73;14.35;C;27.0;191.0;1.00013;2.96;high;8.7;white;5
8.2;0.32;0.26;2.1;B;26.0;87.0;0.98974;3.1;medium;12.8;white;6
7.2;0.24;0.27;11.4;B;40.0;174.0;0.9977299999999999;3.2;medium;9.0;white;5
8.7;0.31;0.73;14.35;C;27.0;191.0;1.00013;2.96;high;8.7;white;5
7.5;0.13;0.38;1.1;D;42.0;104.0;0.9911200000000001;3.28;medium;11.8;white;6
9.2;0.14;0.37;1.1;E;36.0;84.0;0.99136;3.05;medium;11.6;white;6
7.4;0.2;0.37;1.2;E;28.0;89.0;0.9913200000000001;3.14;high;11.8;?;6
6.1;0.15;0.35;15.8;A;55.0;158.0;0.9964200000000001;3.24;low;10.6;?;5
7.6;0.23;0.4;5.2;C;14.0;91.0;0.9948799999999999;3.17;high;9.7;white;5
8.1;0.33;0.22;5.2;B;24.0;151.0;0.9952700000000001;3.22;medium;10.3;white;5
7.15;0.17;0.24;9.6;B;56.0;178.0;0.9957799999999999;3.15;medium;10.2;?;6
6.7;0.12;0.3;5.2;B;38.0;113.0;0.9935200000000001;3.33;medium;10.1;white;7
5.7;0.18;0.36;1.2;C;9.0;71.0;0.9919899999999999;3.7;high;10.9;?;7
5.8;0.15;0.28;0.8;D;43.0;127.0;0.99198;3.24;medium;9.3;white;5
6.6;0.23;0.29;14.45;D;29.0;144.0;0.99756;3.33;medium;10.2;white;6
7.15;0.17;0.24;9.6;B;56.0;178.0;0.9957799999999999;3.15;medium;10.2;white;6
7.0;0.34;0.39;6.9;D;43.0;162.0;0.99561;3.11;medium;9.5;white;5
6.4;0.68;0.26;3.4;A;25.0;146.0;0.9934700000000001;3.18;low;9.3;white;5
7.3;0.22;0.31;2.3;A;45.0;80.0;0.98936;?;low;12.9;?;7
6.4;0.28;0.27;11.0;B;45.0;148.0;0.9978600000000001;?;medium;8.7;white;5
6.9;0.4;0.22;5.95;E;76.0;303.0;0.99705;3.4;medium;9.4;white;5
6.8;0.19;0.23;5.1;C;71.0;204.0;0.9942;3.23;high;10.1;white;5
7.1;0.23;0.24;5.4;C;60.0;196.0;0.9948;3.19;high;10.0;white;4
6.45;0.14;0.42;1.2;C;51.0;129.0;0.99116;3.27;high;11.1;white;7
6.5;0.15;0.44;12.6;C;65.0;158.0;0.9968799999999999;3.26;high;10.3;white;7
7.1;0.15;0.34;1.0;A;27.0;73.0;0.98974;3.24;low;12.2;white;6
6.7;0.33;0.34;6.6;B;35.0;156.0;0.9954200000000001;3.11;medium;9.3;?;6
7.2;0.3;0.26;1.5;E;46.0;178.0;0.99154;?;medium;11.3;white;6
7.0;0.23;0.33;1.0;C;46.0;110.0;0.99118;3.04;high;10.8;white;6
8.0;0.13;0.25;1.1;A;15.0;86.0;0.99044;2.98;low;11.2;white;8
6.2;0.21;0.34;6.6;B;36.0;91.0;0.9914;3.32;medium;12.5;white;7
8.3;0.4;0.41;8.2;D;15.0;122.0;0.9979;3.39;medium;9.3;white;5
5.9;0.34;0.31;2.0;A;38.0;142.0;0.98892;3.4;low;12.9;white;7
6.6;0.12;0.25;1.4;B;21.0;131.0;0.9911399999999999;3.2;medium;11.2;white;7
9.6;0.655;0.21;2.0;C;21.0;120.0;0.9918799999999999;3.0;high;12.6;white;6
6.8;0.26;0.4;7.5;D;45.0;179.0;0.9958299999999999;3.2;medium;9.3;white;5
5.9;0.34;0.31;2.0;A;38.0;142.0;0.98892;3.4;low;12.9;white;7
5.9;0.3;0.3;2.0;A;38.0;142.0;0.98892;3.41;low;12.9;white;7
7.0;0.15;0.3;13.3;A;46.0;120.0;0.9970399999999999;3.2;low;9.5;white;7
7.9;0.37;0.31;2.85;A;5.0;24.0;0.9911;3.19;low;11.9;white;6
7.2;0.35;0.25;5.6;C;23.0;120.0;0.99334;?;high;10.3;white;7
7.2;0.32;0.24;5.6;C;23.0;120.0;0.99334;2.92;high;10.3;?;7
7.6;0.1;0.33;1.0;C;33.0;93.0;0.9909399999999999;3.06;high;11.2;white;6
6.2;0.25;0.31;3.2;A;32.0;150.0;0.9901399999999999;3.18;low;12.0;white;6
7.1;0.31;0.17;1.0;A;21.0;144.0;0.9930399999999999;?;low;9.6;white;5
7.6;0.18;0.28;7.1;B;29.0;110.0;0.9965200000000001;3.2;low;9.2;white;6
8.0;0.17;0.29;2.4;A;52.0;119.0;0.98944;3.03;low;12.9;white;6
7.2;0.19;0.27;11.2;E;46.0;149.0;0.99772;2.99;medium;9.3;white;6
7.6;0.32;0.25;9.5;B;15.0;136.0;0.99367;3.1;medium;12.1;white;6
7.1;0.31;0.17;1.0;A;21.0;144.0;0.9930399999999999;3.13;low;9.6;white;5
6.6;0.21;0.29;1.8;B;35.0;128.0;0.9918299999999999;3.37;medium;11.2;white;6
7.0;0.16;0.36;2.6;A;28.0;98.0;0.99126;3.11;low;11.2;white;7
8.0;0.17;0.29;2.4;A;52.0;119.0;0.98944;3.03;low;12.9;white;6
6.6;0.24;0.38;8.0;B;56.0;187.0;0.99577;3.21;medium;9.2;white;5
7.2;0.19;0.27;11.2;E;46.0;149.0;0.99772;?;medium;9.3;white;6
7.6;0.18;0.28;7.1;B;29.0;110.0;0.9965200000000001;3.2;low;9.2;white;6
6.9;0.3;0.25;3.3;D;26.0;124.0;0.9942799999999999;3.18;medium;9.3;white;6
6.2;0.28;0.27;10.3;A;26.0;108.0;0.9938799999999999;3.2;low;10.7;white;6
6.9;0.31;0.32;1.2;D;20.0;166.0;0.99208;3.05;medium;9.8;white;6
6.7;0.23;0.25;1.6;D;28.0;143.0;0.99256;3.3;medium;10.3;white;6
6.2;0.28;0.27;10.3;A;26.0;108.0;0.9938799999999999;3.2;low;10.7;white;6
5.7;0.23;0.28;9.65;A;26.0;121.0;0.9925;?;low;11.3;white;6
6.5;0.22;0.5;16.4;D;36.0;182.0;0.9990399999999999;3.02;medium;8.8;white;6
7.0;0.18;0.37;1.5;D;16.0;104.0;0.99216;3.18;medium;10.8;white;5
6.9;0.31;0.32;1.2;D;20.0;166.0;0.99208;3.05;medium;9.8;white;6
6.9;0.3;0.25;3.3;D;26.0;124.0;0.9942799999999999;3.18;medium;9.3;white;6
6.5;0.46;0.31;5.0;E;15.0;72.0;0.99165;3.26;medium;11.5;white;7
6.5;0.23;0.36;16.3;A;43.0;133.0;0.99924;3.26;low;8.8;white;5
6.5;0.23;0.36;16.3;A;43.0;133.0;0.99924;3.26;low;8.8;white;5
6.5;0.23;0.36;16.3;A;43.0;133.0;0.99924;3.26;low;8.8;white;5
6.6;0.26;0.38;6.5;A;68.0;201.0;0.9956;3.19;low;9.4;white;6
6.7;0.26;0.39;6.4;A;64.0;200.0;0.9956200000000001;3.19;low;9.4;white;6
7.5;0.28;0.39;10.2;E;59.0;209.0;0.9972;3.16;high;9.6;white;6
6.5;0.23;0.36;16.3;A;43.0;133.0;0.99924;3.26;low;8.8;white;5
6.8;0.23;0.42;7.4;B;56.0;189.0;0.9958;3.22;medium;9.3;?;6
7.8;0.25;0.34;13.7;C;66.0;184.0;0.99976;3.22;high;8.9;?;5
7.8;0.25;0.34;13.7;C;66.0;184.0;0.99976;3.22;high;8.9;white;5
5.6;0.2;0.22;1.3;B;25.0;155.0;0.9929600000000001;?;medium;10.0;white;5
6.4;0.21;0.44;7.4;B;47.0;182.0;0.9957;3.24;medium;9.1;white;5
6.8;0.23;0.42;7.4;B;56.0;189.0;0.9958;3.22;medium;9.3;white;6
6.8;0.24;0.37;7.45;D;59.0;188.0;0.99579;3.2;medium;9.4;white;6
7.8;0.25;0.28;7.2;E;46.0;179.0;0.99541;3.14;medium;10.1;white;6
7.8;0.25;0.34;13.7;C;66.0;184.0;0.99976;3.22;high;8.9;white;5
6.8;0.16;0.29;10.4;A;59.0;143.0;0.99518;3.2;low;10.8;white;6
5.2;0.28;0.29;1.1;D;18.0;69.0;0.9916799999999999;3.24;medium;10.0;white;6
7.5;0.18;0.31;6.5;A;53.0;160.0;0.9927600000000001;3.03;low;10.9;?;6
7.5;0.26;0.3;4.6;A;29.0;92.0;0.99085;3.15;low;12.0;white;7
8.2;0.37;0.64;13.9;C;22.0;171.0;0.9987299999999999;2.99;high;9.3;white;5
7.6;0.4;0.27;5.2;E;32.0;101.0;0.99172;3.22;high;12.3;white;7
7.5;0.26;0.25;1.7;E;29.0;129.0;0.9931200000000001;3.45;medium;10.4;white;6
7.5;0.18;0.31;6.5;A;53.0;160.0;0.9927600000000001;3.03;low;10.9;white;6
6.9;0.23;0.32;16.4;B;62.0;153.0;0.9972;3.22;low;10.5;white;5
5.3;0.2;0.31;3.6;D;22.0;91.0;0.9927799999999999;3.41;medium;9.8;white;6
6.5;0.17;0.31;1.5;B;34.0;121.0;0.99092;3.06;medium;10.5;white;6
6.5;0.35;0.28;12.4;D;86.0;213.0;0.9962;3.16;medium;9.9;white;6
6.5;0.29;0.31;1.7;C;24.0;79.0;0.9905299999999999;3.27;high;11.4;white;7
6.8;0.3;0.22;6.2;D;41.0;190.0;0.9985799999999999;3.18;medium;9.2;white;5
7.9;0.51;0.36;6.2;D;30.0;173.0;0.9984;3.09;medium;9.7;white;5
7.9;0.51;0.34;2.6;D;13.0;135.0;0.99335;3.09;medium;10.0;white;5
6.5;0.29;0.31;1.7;C;24.0;79.0;0.9905299999999999;3.27;high;11.4;white;7
7.1;0.29;0.28;9.3;D;50.0;141.0;0.9949;?;medium;10.3;?;6
6.5;0.35;0.28;12.4;D;86.0;213.0;0.9962;3.16;medium;9.9;white;6
6.5;0.17;0.31;1.5;B;34.0;121.0;0.99092;?;medium;10.5;white;6
7.4;0.2;0.28;9.1;B;29.0;95.0;0.9953200000000001;3.16;medium;9.8;white;7
6.9;0.615;0.42;12.0;A;24.0;131.0;0.9972700000000001;3.19;low;9.3;white;5
6.8;0.32;0.28;4.8;B;25.0;100.0;0.99026;3.08;medium;12.4;?;7
6.3;0.2;0.19;12.3;B;54.0;145.0;0.9966799999999999;3.16;low;9.3;white;6
6.9;0.615;0.42;12.0;A;24.0;131.0;0.9972700000000001;3.19;low;9.3;white;5
8.0;0.23;0.28;2.7;C;49.0;165.0;0.9952;3.26;high;9.5;white;6
6.7;0.27;0.33;3.6;A;9.0;45.0;0.99144;3.08;low;10.5;white;6
6.7;0.27;0.33;3.6;A;9.0;45.0;0.99144;3.08;low;10.5;?;6
6.7;0.44;0.22;4.3;D;19.0;99.0;0.99015;3.26;medium;12.8;white;7
7.0;0.34;0.3;1.8;B;44.0;142.0;0.9914;2.99;medium;10.8;white;6
7.3;0.26;0.33;11.8;E;48.0;127.0;0.9969299999999999;3.1;medium;10.0;white;6
5.8;0.17;0.34;1.8;C;96.0;170.0;0.99035;3.38;high;11.8;white;8
7.3;0.26;0.33;11.8;E;48.0;127.0;0.9969299999999999;3.1;medium;10.0;white;6
5.8;0.17;0.34;1.8;C;96.0;170.0;0.99035;3.38;high;11.8;white;8
6.8;0.17;0.36;1.4;C;38.0;108.0;0.99006;3.19;high;12.0;white;6
7.1;0.43;0.3;6.6;B;15.0;138.0;0.99126;3.18;medium;12.6;white;6
5.8;0.315;0.27;1.55;A;15.0;70.0;0.9899399999999999;3.37;low;11.9;white;8
5.9;0.17;0.28;0.7;A;5.0;28.0;0.98985;3.13;low;10.6;white;5
6.6;0.34;0.18;6.4;B;47.0;240.0;0.9971;3.42;medium;9.2;white;5
8.6;0.33;0.34;11.8;D;42.0;240.0;0.99882;3.17;medium;10.0;white;6
5.6;0.12;0.26;4.3;B;18.0;97.0;0.99477;3.36;medium;9.2;white;5
5.8;0.13;0.26;5.1;B;19.0;103.0;0.9947799999999999;3.36;medium;9.3;white;6
7.7;0.18;0.35;5.8;D;25.0;144.0;0.9957600000000001;3.24;medium;10.2;white;6
7.7;0.16;0.36;5.9;D;25.0;148.0;0.9957799999999999;3.25;medium;10.2;white;6
6.0;0.26;0.15;1.3;D;51.0;154.0;0.99354;3.14;medium;8.7;white;5
7.3;0.32;0.35;1.4;B;8.0;163.0;0.99244;?;low;10.7;white;5
7.7;0.3;0.34;1.2;A;4.0;119.0;0.9908399999999999;3.18;low;12.1;white;6
7.9;0.16;0.3;7.4;A;58.0;152.0;0.9961200000000001;3.12;low;9.5;white;6
6.4;0.27;0.29;10.8;A;17.0;118.0;0.99356;3.18;low;11.2;?;6
6.9;0.16;0.37;1.8;E;36.0;95.0;0.9895200000000001;?;medium;12.0;white;6
7.9;0.16;0.3;7.4;A;58.0;152.0;0.9961200000000001;3.12;low;9.5;white;6
7.7;0.3;0.34;1.2;A;4.0;119.0;0.9908399999999999;3.18;low;12.1;white;6
7.3;0.32;0.35;1.4;B;8.0;163.0;0.99244;3.24;low;10.7;?;5
6.4;0.44;0.44;14.4;D;29.0;228.0;0.99955;3.26;medium;8.8;white;7
6.3;0.2;0.24;1.7;C;36.0;135.0;0.99374;3.8;high;10.8;white;6
6.2;0.29;0.32;3.6;A;39.0;138.0;0.9892;3.31;low;13.1;white;7
7.6;0.39;0.32;3.6;E;22.0;93.0;0.99144;3.08;medium;12.5;white;7
7.0;0.36;0.32;10.05;A;37.0;131.0;0.9935200000000001;3.09;low;11.7;white;8
7.0;0.36;0.32;10.05;A;37.0;131.0;0.9935200000000001;3.09;low;11.7;white;8
7.0;0.36;0.32;10.5;A;35.0;135.0;0.9935;3.09;low;11.6;white;8
7.6;0.2;0.36;1.9;D;24.0;111.0;0.9923700000000001;3.29;medium;11.3;?;6
7.6;0.39;0.32;3.6;E;22.0;93.0;0.99144;3.08;medium;12.5;white;7
6.7;0.2;0.37;1.65;B;42.0;103.0;0.9902200000000001;3.11;medium;11.4;white;5
6.2;0.235;0.34;1.9;B;4.0;117.0;0.9903200000000001;3.4;medium;12.2;white;5
7.8;0.965;0.6;65.8;C;8.0;160.0;1.03898;3.39;high;11.7;white;6
7.1;0.2;0.31;6.85;E;32.0;211.0;0.99587;3.31;medium;10.4;white;6
7.1;0.2;0.31;7.4;E;32.0;211.0;0.99587;3.31;medium;10.4;?;6
7.1;0.2;0.31;7.4;E;32.0;211.0;0.99587;3.31;medium;10.4;white;6
6.4;0.24;0.25;20.2;D;35.0;157.0;0.99976;3.17;medium;9.1;white;5
8.0;0.3;0.36;11.0;A;8.0;70.0;0.99354;3.05;low;12.2;?;6
6.4;0.24;0.25;20.2;D;35.0;157.0;0.99976;3.17;medium;9.1;white;5
6.9;0.4;0.42;6.2;D;41.0;176.0;0.9955200000000001;?;medium;9.4;white;5
6.9;0.4;0.43;6.2;D;42.0;178.0;0.9955200000000001;3.11;medium;9.4;white;5
7.1;0.2;0.31;6.85;E;32.0;211.0;0.99587;3.31;medium;10.4;white;6
6.6;0.25;0.51;8.0;D;61.0;189.0;0.9960399999999999;3.22;medium;9.2;white;5
6.8;0.26;0.44;8.2;D;52.0;183.0;0.99584;3.2;medium;9.4;white;5
6.5;0.37;0.3;2.2;D;39.0;107.0;0.9889399999999999;3.22;medium;13.5;white;7
6.8;0.35;0.53;10.1;A;37.0;151.0;0.9963;3.07;low;9.4;white;5
6.4;0.22;0.32;7.2;E;15.0;83.0;0.993;3.13;medium;10.9;white;8
6.5;0.37;0.3;2.2;D;39.0;107.0;0.9889399999999999;3.22;medium;13.5;white;7
6.8;0.35;0.53;10.1;A;37.0;151.0;0.9963;3.07;low;9.4;white;5
6.9;0.31;0.32;1.6;B;34.0;114.0;0.9906799999999999;3.19;medium;11.4;white;7
6.7;0.16;0.37;1.3;D;45.0;125.0;0.98964;3.19;medium;12.4;white;7
6.6;0.25;0.51;8.0;D;61.0;189.0;0.9960399999999999;3.22;medium;9.2;white;5
6.8;0.26;0.44;8.2;D;52.0;183.0;0.99584;3.2;medium;9.4;white;5
5.6;0.15;0.31;5.3;A;8.0;79.0;0.9923;3.3;low;10.5;white;6
5.5;0.15;0.32;14.0;A;16.0;99.0;0.9943700000000001;3.26;low;11.5;white;8
6.4;0.22;0.32;7.2;E;15.0;83.0;0.993;3.13;medium;10.9;white;8
7.3;0.2;0.26;1.6;B;36.0;123.0;0.9923799999999999;3.34;medium;10.8;?;6
7.5;0.17;0.71;11.8;B;52.0;148.0;0.9980100000000001;3.03;medium;8.9;white;5
7.5;0.18;0.72;9.6;B;53.0;151.0;0.99802;3.03;medium;8.9;white;5
7.0;0.27;0.48;6.1;D;60.0;184.0;0.99566;3.2;medium;9.4;white;6
5.8;0.32;0.31;2.7;C;25.0;153.0;0.99067;3.44;high;12.2;white;7
7.8;0.26;0.31;3.6;B;22.0;100.0;0.99066;2.99;medium;12.1;white;7
7.4;0.3;0.32;1.7;C;23.0;128.0;0.9929;3.17;high;10.9;?;5
6.7;0.16;0.34;1.6;E;27.0;109.0;0.9934;3.34;medium;10.1;white;6
5.8;0.32;0.31;2.7;C;25.0;153.0;0.99067;3.44;high;12.2;white;7
6.7;0.19;0.39;1.0;A;14.0;71.0;0.9891200000000001;3.31;low;13.0;white;7
6.6;0.36;0.24;0.9;A;15.0;72.0;0.99066;3.23;low;11.0;?;5
7.2;0.17;0.41;1.6;D;24.0;126.0;0.9922799999999999;?;medium;10.8;white;5
6.7;0.19;0.39;1.0;A;14.0;71.0;0.9891200000000001;?;low;13.0;white;7
6.0;0.11;0.47;10.6;A;69.0;148.0;0.9958;2.91;low;9.3;white;4
6.0;0.21;0.34;2.0;B;63.0;123.0;0.9905200000000001;3.44;low;11.4;white;6
6.7;0.325;0.82;1.2;A;49.0;120.0;0.9931200000000001;2.99;low;9.2;white;5
6.6;0.4;0.46;6.2;E;42.0;241.0;0.9968;3.5;medium;9.9;white;5
6.5;0.2;0.24;9.2;B;25.0;150.0;0.9950200000000001;?;medium;10.5;white;5
7.6;0.27;0.34;5.0;B;18.0;56.0;0.9908399999999999;3.06;medium;12.4;white;6
7.2;0.26;0.4;6.3;D;52.0;172.0;0.9957299999999999;3.18;medium;9.5;white;6
6.3;0.25;0.22;3.3;D;41.0;161.0;0.99256;3.16;medium;10.5;white;6
6.5;0.22;0.45;8.0;B;52.0;196.0;0.9959;3.23;medium;9.1;white;6
6.4;0.14;0.31;1.2;A;53.0;138.0;0.9908399999999999;3.38;low;11.5;white;7
6.4;0.14;0.31;1.2;A;53.0;138.0;0.9908399999999999;?;low;11.5;white;7
7.1;0.26;0.32;16.2;A;31.0;170.0;0.99644;3.17;low;11.2;white;5
6.6;0.22;0.34;11.6;A;59.0;140.0;0.99526;3.22;low;10.8;white;5
6.6;0.45;0.43;7.2;B;31.0;186.0;0.9954;3.12;medium;9.4;?;5
6.6;0.17;0.3;1.1;E;13.0;73.0;0.99095;3.17;medium;11.0;?;6
7.2;0.44;0.28;3.4;A;22.0;112.0;0.9918799999999999;3.21;low;11.3;white;7
6.2;0.15;0.27;1.4;A;51.0;117.0;0.9909;3.28;low;11.2;white;6
6.3;0.25;0.22;3.3;D;41.0;161.0;0.99256;3.16;medium;10.5;white;6
6.5;0.22;0.45;8.0;B;52.0;196.0;0.9959;3.23;medium;9.1;white;6
7.3;0.26;0.3;9.3;D;35.0;154.0;0.9958100000000001;3.21;medium;10.4;white;6
6.9;0.15;0.29;2.3;E;14.0;82.0;0.9913200000000001;3.1;medium;11.2;white;7
5.8;0.22;0.29;0.9;A;34.0;89.0;0.98936;3.14;low;11.1;white;7
6.5;0.37;0.33;3.5;A;23.0;92.0;0.99136;3.18;low;11.2;white;6
